rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
67,USC,USC,4.76942881320867,5.85389026891467,10.6233190821233,24.3146977117865,10.0091939158268,91,47,70.0920405193021,110,66,77,62,0.454545454545455,0.424242424242424,15,14,15,18,#FFE5C6,#FFDCB1,#FFDCAF,#FFAAA1,#F1DAB0,USC plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,USC performs at a similar level regardless of the pace of the game.
68,San Francisco,San Francisco,5.52734343738137,4.98911018031812,10.5164536176995,-27.7263212331066,-60.1268068858139,77,64,68.1086324463519,252,67,248,48,0.548387096774194,0.225806451612903,17,7,22,10,#FFE1BC,#FFE1BC,#FFDCB0,#6692BF,#70A6C7,San Francisco plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,San Francisco plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
69,Memphis,Memphis,7.46292854893622,2.96951217469443,10.4324407236306,33.9223597180063,-22.5869228280592,51,107,72.758421285,24,75,182,60,0.6875,0.21875,22,7,22,10,#FFD7A5,#FFEDD7,#FFDCB1,#F4888B,#B7CAC0,Memphis plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Memphis plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
70,Bradley,Bradley,5.31261256437386,5.01624348631754,10.3288560506914,-15.1867692647629,-12.4641166180184,82,63,67.679195867537,267,69,68,70,0.71875,0.40625,23,13,21,11,#FFE2BF,#FFE1BC,#FFDDB2,#98C6D2,#D0D7BE,Bradley plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Bradley performs at a similar level regardless of the pace of the game.
71,Princeton,Princeton,9.33682462548283,0.898916484356415,10.2357411098392,-3.46694298704968,-44.6242281229365,29,146,66.43413672892,326,70,265,77,0.538461538461538,0.269230769230769,14,7,22,4,#FFCD8F,#FFF9F3,#FFDDB2,#E7F2DC,#81AFC5,Princeton performs at a similar level against both good and bad teams.,Princeton plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
72,North Texas,North Texas,3.77782834783602,6.38813685383439,10.1659652016704,-1.7547236634679,-1.74746577233598,105,36,63.090086446,361,71,188,80,0.4,0.466666666666667,12,14,16,14,#FFEBD1,#FFD9AA,#FFDDB3,#F3F8DE,#EAE4BC,North Texas performs at a similar level against both good and bad teams.,North Texas performs at a similar level regardless of the pace of the game.
73,Xavier,Xavier 📉,5.53796458532446,4.52868829035751,10.066652875682,-18.572430562908,-17.1736288141968,76,70,72.0258362886,39,72,62,71,0.454545454545455,0.666666666666667,15,22,16,17,#FFE1BC,#FFE4C2,#FFDDB4,#89B9CD,#C4D1BF,Xavier plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Xavier performs at a similar level regardless of the pace of the game.
74,McNeese State,McNeese State,6.98897072506965,2.95633771592805,9.9453084409977,11.5181408730244,32.96329889036,57,108,66.86968142334,310,73,272,51,0.793103448275862,0.241379310344828,23,7,26,3,#FFDAAB,#FFEDD7,#FFDEB5,#FFD6C2,#F6BD96,McNeese State performs at a similar level against both good and bad teams.,McNeese State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
75,Penn State,Penn State,4.98156013811333,4.92420181912622,9.90576195723955,7.69607187326104,10.3995306133289,88,66,70.74632029223,84,78,89,93,0.545454545454545,0.363636363636364,18,12,16,17,#FFE4C3,#FFE2BD,#FFDEB5,#FFE4CC,#F1D9B0,Penn State performs at a similar level against both good and bad teams.,Penn State performs at a similar level regardless of the pace of the game.
76,Butler,Butler 📉,5.378142363148,4.46794636368867,9.84608872683667,-14.8939886354164,21.4974947550823,80,73,69.417352279653,151,74,279,82,0.612903225806452,0.258064516129032,19,8,17,14,#FFE2BE,#FFE4C3,#FFDEB5,#9AC8D2,#F3CCA3,Butler plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Butler performs at a similar level regardless of the pace of the game.
77,UC Irvine,UC Irvine,4.25630351862139,5.31736533636199,9.57366885498338,29.8295734243712,26.7544146421789,102,58,69.7937913158512,129,76,177,86,0.28125,0.375,9,12,23,9,#FFE8CC,#FFDFB8,#FFDFB7,#F99695,#F4C59D,UC Irvine plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UC Irvine plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
78,Appalachian State,Appalachian State,3.13310002866978,6.35585433594043,9.48895436461021,50.6058905012844,-3.68461194395041,120,38,68.078204132698,253,77,74,92,0.645161290322581,0.258064516129032,20,8,25,6,#FFEED9,#FFD9AA,#FFDFB8,#DE4F67,#E5E2BC,Appalachian State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Appalachian State performs at a similar level regardless of the pace of the game.
79,Cornell,Cornell,8.91798170528986,0.258385965571338,9.1763676708612,30.17766668768,10.1782871150362,33,168,72.393951131,30,79,203,72,0.62962962962963,0.296296296296296,17,8,20,7,#FFCF94,#FFFDFB,#FFE0BA,#F99594,#F1DAB0,Cornell plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cornell performs at a similar level regardless of the pace of the game.
80,South Florida,South Florida,4.6749801335315,4.4244457558856,9.0994258894171,65.4536729503802,-22.9470412908306,92,76,69.3864359194612,152,80,164,87,0.548387096774194,0.258064516129032,17,8,24,7,#FFE6C7,#FFE5C4,#FFE1BB,#B5224D,#B6CAC0,South Florida plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,South Florida plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
81,Loyola Chicago,Loyola Chicago,0.543733716992684,8.191144567564,8.73487828455669,15.3040742003121,-21.341441700045,174,23,70.12699833112,109,81,93,96,0.580645161290323,0.32258064516129,18,10,22,9,#FFFCF8,#FFCE92,#FFE2BE,#FFC9B8,#BACCC0,Loyola Chicago performs at a similar level against both good and bad teams.,Loyola Chicago plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
82,VCU,VCU,2.74198796373661,5.94640837094632,8.68839633468294,1.86998780746073,7.43215443071529,124,45,67.20881998545,295,82,216,74,0.342857142857143,0.314285714285714,12,11,22,13,#FFF0DE,#FFDCB0,#FFE2BE,#FFF8DB,#F0DDB3,VCU performs at a similar level against both good and bad teams.,VCU performs at a similar level regardless of the pace of the game.
83,Indiana,Indiana,4.58680634668694,4.05318356819662,8.63998991488357,-6.83154099124756,-18.1718277041361,95,84,69.731462247024,133,83,295,66,0.424242424242424,0.606060606060606,14,20,19,14,#FFE6C8,#FFE7C9,#FFE2BE,#D0E5DA,#C2D0BF,Indiana performs at a similar level against both good and bad teams.,Indiana plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
84,LSU,LSU,5.44504507662054,3.05761086200287,8.5026559386234,-16.0576573158042,-16.114159005237,79,104,70.86380188144,79,91,245,75,0.5625,0.5625,18,18,17,15,#FFE2BD,#FFEDD6,#FFE3BF,#92C3D1,#C7D2BF,LSU plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,LSU performs at a similar level regardless of the pace of the game.
85,Duquesne,Duquesne 🔥,1.1802651091377,7.17049182596465,8.35075693510235,50.3260804096921,15.5660305176367,158,31,68.3213216034849,238,84,286,90,0.470588235294118,0.470588235294118,16,16,23,11,#FFF8F0,#FFD49F,#FFE3C0,#DE5067,#F2D3AA,Duquesne plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Duquesne performs at a similar level regardless of the pace of the game.
86,Ole Miss,Ole Miss 🥶,6.69555985390889,1.64460049601162,8.34016034992051,-6.04679838432175,1.85111215801011,61,132,68.294381246821,241,85,176,76,0.375,0.25,12,8,20,12,#FFDBAF,#FFF5E9,#FFE3C0,#D6E8DA,#EFE4B9,Ole Miss performs at a similar level against both good and bad teams.,Ole Miss performs at a similar level regardless of the pace of the game.
87,UNLV,UNLV,4.67139344362893,3.65288793126402,8.32428137489295,95.602684607543,-28.3683888446832,93,97,66.5164738697,323,112,320,88,0.310344827586207,0.413793103448276,9,12,17,12,#FFE6C7,#FFE9CE,#FFE3C1,#93003A,#A9C3C2,UNLV plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UNLV plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
88,Boston College,Boston College,5.25929781374997,2.88117473260315,8.14047254635313,-9.94654361721764,-11.5521289327333,84,110,68.8135790891205,196,86,294,89,0.5,0.5,17,17,19,15,#FFE3C0,#FFEED8,#FFE4C2,#BBDAD7,#D2D8BE,Boston College plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Boston College performs at a similar level regardless of the pace of the game.
89,Minnesota,Minnesota,6.60434208426893,1.47906593122118,8.08340801549012,-1.61456995884526,23.7886366650282,62,136,68.4624777269709,224,87,49,65,0.5625,0.40625,18,13,18,14,#FFDCB0,#FFF6EB,#FFE4C2,#F4F9DE,#F4C9A0,Minnesota performs at a similar level against both good and bad teams.,Minnesota plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
90,Florida State,Florida State,4.29762727981248,3.73499835828942,8.0326256381019,-1.26216323189534,1.22623234532785,101,95,72.381690264,31,88,159,73,0.454545454545455,0.303030303030303,15,10,17,16,#FFE8CB,#FFE9CD,#FFE4C3,#F6FADE,#EFE5BA,Florida State performs at a similar level against both good and bad teams.,Florida State performs at a similar level regardless of the pace of the game.
91,College of Charleston,College of Charleston 🔥,7.17639876689138,0.829200707478606,8.00559947436999,14.935552128341,-44.1070851162438,54,150,71.63748497228,48,89,329,67,0.59375,0.34375,19,11,26,7,#FFD9A9,#FFFAF3,#FFE4C3,#FFCAB9,#82AFC5,College of Charleston performs at a similar level against both good and bad teams.,College of Charleston plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
92,UCLA,UCLA,1.54497147930307,6.40485615949333,7.9498276387964,4.41499515872054,-51.0018448134301,148,35,65.403740188,349,90,247,106,0.59375,0.34375,19,11,15,17,#FFF6EC,#FFD9A9,#FFE4C3,#FFEFD4,#72A7C6,UCLA performs at a similar level against both good and bad teams.,UCLA plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
93,Rutgers,Rutgers 🥶,-4.28540702276733,12.0722069666667,7.78679994389933,-6.15447895633406,6.58505576260579,271,5,69.5031583559585,148,95,127,103,0.5,0.625,16,20,15,17,#D8E7F3,#FFB85E,#FFE5C5,#D5E8DA,#F0DEB4,Rutgers performs at a similar level against both good and bad teams.,Rutgers performs at a similar level regardless of the pace of the game.
94,Vermont,Vermont,1.29614261446319,6.38188654289508,7.67802915735826,35.5477580167625,30.0370443112541,153,37,65.529367409,347,103,253,98,0.5,0.34375,16,11,25,7,#FFF8EF,#FFD9AA,#FFE5C5,#F28388,#F5C199,Vermont plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Vermont plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
95,Saint Bonaventure,Saint Bonaventure 🥶,4.62258538271808,3.05249744717768,7.67508282989576,6.5078090965552,52.3796378671875,94,105,67.7993013614816,258,92,136,99,0.424242424242424,0.333333333333333,14,11,20,13,#FFE6C7,#FFEDD6,#FFE5C5,#FFE8CF,#FAA57F,Saint Bonaventure performs at a similar level against both good and bad teams.,Saint Bonaventure plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
96,Miami (Fla.),Miami (Fla.) 🥶,4.7768797607346,2.8663033495657,7.6431831103003,-40.9875242279477,99.009900990099,90,111,70.249870669307,101,93,168,85,0.71875,0.6875,23,22,15,17,#FFE5C5,#FFEED8,#FFE5C6,#255DA9,#FE926E,Miami (Fla.) plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Miami (Fla.) plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
97,Arkansas,Arkansas,5.57406391283871,1.94782212535724,7.52188603819595,-2.16210239119259,63.4583097403347,75,125,71.6539026809,45,94,194,97,0.242424242424242,0.424242424242424,8,14,16,17,#FFE1BC,#FFF3E5,#FFE6C7,#F0F7DE,#FD9772,Arkansas performs at a similar level against both good and bad teams.,Arkansas plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
98,Stanford,Stanford 🥶,4.92131394944667,2.30202940253573,7.2233433519824,36.5348985464292,9.9481648233839,89,118,70.873471451917,78,96,64,94,0.46875,0.4375,15,14,14,18,#FFE5C4,#FFF1E0,#FFE7C9,#F07F86,#F1DAB0,Stanford plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Stanford performs at a similar level regardless of the pace of the game.
99,Georgia,Georgia 🔒,3.68826235877133,3.449090297064,7.13735265583533,-2.88399660476374,0.327109397574469,109,99,69.9978618703316,117,97,313,101,0.625,0.46875,20,15,17,16,#FFEBD2,#FFEAD1,#FFE7C9,#EBF4DD,#EFE6BB,Georgia performs at a similar level against both good and bad teams.,Georgia performs at a similar level regardless of the pace of the game.
100,Samford,Samford,5.64699084463459,1.47298405794276,7.11997490257735,-23.7313642800224,-16.4476558505313,74,137,73.929542045,9,98,105,56,0.838709677419355,0.290322580645161,26,9,27,5,#FFE1BB,#FFF6EB,#FFE7CA,#75A3C5,#C6D2BF,Samford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Samford performs at a similar level regardless of the pace of the game.
101,Syracuse,Syracuse 💥,3.77471184338783,3.32088593662003,7.09559778000786,18.9415598773871,-22.814920160519,106,101,72.440490509,29,99,46,105,0.483870967741935,0.451612903225806,15,14,19,12,#FFEBD1,#FFEBD2,#FFE7CA,#FFBCAF,#B7CAC0,Syracuse plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Syracuse plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
102,Louisiana Tech,Louisiana Tech,2.51346333579127,4.55368745648033,7.0671507922716,-4.20933009642656,-15.977616984838,131,69,67.340407793307,285,100,334,111,0.413793103448276,0.172413793103448,12,5,19,10,#FFF1E0,#FFE4C2,#FFE7CA,#E2EFDC,#C7D2BF,Louisiana Tech performs at a similar level against both good and bad teams.,Louisiana Tech performs at a similar level regardless of the pace of the game.
103,Richmond,Richmond,0.906606721392273,5.93957046972841,6.84617719112068,-2.77530499461425,9.98693136104187,166,46,68.148257432159,248,101,161,102,0.5625,0.34375,18,11,23,9,#FFFAF4,#FFDCB0,#FFE8CC,#ECF4DD,#F1DAB0,Richmond performs at a similar level against both good and bad teams.,Richmond performs at a similar level regardless of the pace of the game.
104,Massachusetts,Massachusetts,4.4586354104975,2.26618694398065,6.72482235447815,39.2407559993467,13.9403430845917,98,119,70.1626209598143,105,102,114,95,0.4,0.3,12,9,20,11,#FFE7C9,#FFF1E0,#FFE8CC,#ED7680,#F2D5AB,Massachusetts plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Massachusetts performs at a similar level regardless of the pace of the game.
105,Saint Joseph's,Saint Joseph's,5.31537932085578,1.32914195859138,6.64452127944715,-5.58157073611331,-14.4325577949169,81,140,69.3241208904522,160,105,94,91,0.705882352941177,0.411764705882353,24,14,21,13,#FFE2BF,#FFF7ED,#FFE9CD,#D9EADB,#CBD4BF,Saint Joseph's performs at a similar level against both good and bad teams.,Saint Joseph's performs at a similar level regardless of the pace of the game.
106,UAB,UAB 📈,6.35303110692536,-0.0841531659988969,6.26887794092646,62.0341531441199,7.84075880989862,64,174,69.8728682549444,125,104,322,114,0.606060606060606,0.545454545454545,20,18,22,11,#FFDDB3,#FDFEFE,#FFEAD0,#BE2D53,#F0DDB2,UAB plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UAB performs at a similar level regardless of the pace of the game.
107,George Mason,George Mason,2.30594734466333,3.8000368759384,6.10598422060173,-0.582974984542162,-18.8970316549291,135,94,65.97818393906,338,107,98,104,0.483870967741935,0.354838709677419,15,11,18,13,#FFF2E3,#FFE8CC,#FFEAD1,#FBFCDF,#C0CFC0,George Mason performs at a similar level against both good and bad teams.,George Mason plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
108,Santa Clara,Santa Clara,3.3581187590038,2.56466127529374,5.92278003429754,-2.58826001691389,49.0805186990749,113,114,70.5597601420891,92,106,261,100,0.419354838709677,0.483870967741935,13,15,19,12,#FFEDD6,#FFEFDC,#FFEBD2,#EDF5DD,#F9A983,Santa Clara performs at a similar level against both good and bad teams.,Santa Clara plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
109,Hofstra,Hofstra,3.95589308511953,1.755681382521,5.71157446764053,-6.95801512102099,-13.0468968232732,103,129,67.20074943309,296,108,155,115,0.483870967741935,0.483870967741935,15,15,19,13,#FFEACF,#FFF4E7,#FFECD4,#D0E5D9,#CFD6BE,Hofstra performs at a similar level against both good and bad teams.,Hofstra performs at a similar level regardless of the pace of the game.
110,Akron,Akron,1.26971996880067,3.989851474746,5.25957144354667,20.0995467183907,17.3307747573963,155,87,67.766589191386,261,109,153,118,0.483870967741935,0.290322580645161,15,9,21,10,#FFF8EF,#FFE7CA,#FFEDD7,#FFB8AC,#F2D1A8,Akron plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Akron performs at a similar level regardless of the pace of the game.
111,Western Kentucky,Western Kentucky 🔥,1.0649723509496,3.83486188341067,4.89983423436027,4.64515875243879,-5.9517161583059,162,93,75.655621332,1,110,211,110,0.7,0.4,21,12,19,11,#FFF9F2,#FFE8CC,#FFEEDA,#FFEED4,#E0DFBD,Western Kentucky performs at a similar level against both good and bad teams.,Western Kentucky performs at a similar level regardless of the pace of the game.
112,Colgate,Colgate,1.29274371715994,3.44656665813871,4.73931037529864,-18.6439149779864,-4.71571235824304,154,100,67.808430102393,257,111,150,109,0.696969696969697,0.393939393939394,23,13,24,9,#FFF8EF,#FFEAD1,#FFEFDB,#88B8CD,#E3E1BD,Colgate plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Colgate performs at a similar level regardless of the pace of the game.
113,South Dakota State,South Dakota State 🔥,3.47806143694937,0.957215640229177,4.43527707717854,19.2767317196893,-48.3943739277805,111,145,69.3033111604083,162,113,148,120,0.689655172413793,0.310344827586207,20,9,20,11,#FFECD5,#FFF9F2,#FFF0DE,#FFBBAE,#78AAC6,South Dakota State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Dakota State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
114,Oklahoma State,Oklahoma State,2.76178649488479,1.5291335013232,4.29091999620799,-12.9390064056859,16.0597336507478,123,135,68.3082668746431,239,114,218,137,0.4375,0.5,14,16,12,20,#FFF0DE,#FFF6EA,#FFF0DF,#A7CFD4,#F2D2A9,Oklahoma State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oklahoma State performs at a similar level regardless of the pace of the game.
115,Morehead State,Morehead State,1.99475747972899,2.25165075232708,4.24640823205607,-13.6391886889995,-31.0856416202893,137,121,65.9799848944,337,115,254,132,0.4,0.333333333333333,12,10,22,8,#FFF4E7,#FFF1E1,#FFF1DF,#A2CCD4,#A2C0C2,Morehead State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Morehead State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
116,Belmont,Belmont,2.61031998534487,1.555615377024,4.16593536236887,-19.8441687891731,-13.1011232595225,127,133,72.491744844,26,116,109,112,0.625,0.46875,20,15,19,13,#FFF1DF,#FFF5EA,#FFF1E0,#84B3CB,#CED6BE,Belmont plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Belmont performs at a similar level regardless of the pace of the game.
117,UNC Wilmington,UNC Wilmington 🥶,5.93448436912,-1.903995994024,4.030488375096,16.809498385289,23.6010976822012,69,217,67.03061945699,303,117,312,113,0.259259259259259,0.259259259259259,7,7,18,10,#FFDFB8,#E5EEF7,#FFF1E1,#FFC4B4,#F4C9A0,UNC Wilmington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNC Wilmington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
118,Saint Thomas (Minn.),Saint Thomas (Minn.),3.64934707395577,0.372545811608532,4.0218928855643,54.3369153268485,-10.0350900857224,110,165,64.894412821,353,118,63,125,0.862068965517241,0.344827586206897,25,10,17,13,#FFEBD3,#FFFCFA,#FFF1E1,#D44360,#D6DABE,Saint Thomas (Minn.) plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Saint Thomas (Minn.) performs at a similar level regardless of the pace of the game.
119,Missouri,Missouri,4.31642366081781,-0.324259380382817,3.99216428043499,-14.95215317596,1.10070382664917,100,179,68.6323767238302,213,128,335,107,0.53125,0.65625,17,21,8,24,#FFE8CB,#FAFCFD,#FFF1E1,#9AC7D2,#EFE5BA,Missouri plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Missouri performs at a similar level regardless of the pace of the game.
120,High Point,High Point,7.8925015118143,-4.02257398214549,3.86992752966881,43.1114075732378,-12.0120162275838,47,268,69.8842055857693,123,119,270,122,0.3,0.266666666666667,9,8,22,8,#FFD5A0,#C8DDEF,#FFF2E2,#E86977,#D1D7BE,High Point plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,High Point performs at a similar level regardless of the pace of the game.
121,Toledo,Toledo,5.99642999311246,-2.23838212984143,3.75804786327103,27.4835201612571,41.369016120375,68,234,71.38650564799,55,120,298,139,0.5625,0.3125,18,10,20,12,#FFDFB7,#E0ECF6,#FFF2E3,#FC9F9A,#F8B38C,Toledo plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Toledo plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
122,Ohio,Ohio 🔥,3.23334614928285,0.518073090375857,3.75141923965871,-10.8213110573649,-6.65003753279695,116,156,68.8741824103998,191,121,184,108,0.6875,0.375,22,12,18,13,#FFEDD8,#FFFBF8,#FFF2E3,#B5D7D6,#DEDEBD,Ohio plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ohio performs at a similar level regardless of the pace of the game.
123,Seattle,Seattle,-0.263879176192136,4.00160179195696,3.73772261576483,21.2623418325676,-7.3670918581579,188,86,68.1364466633692,249,122,100,153,0.46875,0.3125,15,10,18,14,#FCFDFE,#FFE7C9,#FFF2E3,#FFB4A9,#DCDDBD,Seattle plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Seattle performs at a similar level regardless of the pace of the game.
124,Drexel,Drexel,1.87739842853066,1.84167453477212,3.71907296330278,-4.73547760356931,-22.0797396364208,142,128,66.2249924421,332,123,27,130,0.482758620689655,0.344827586206897,14,10,19,12,#FFF5E8,#FFF4E6,#FFF2E3,#DFEDDB,#B8CBC0,Drexel performs at a similar level against both good and bad teams.,Drexel plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
125,Charlotte,Charlotte,1.9354243633395,1.73144250830451,3.666866871644,-3.57495041858389,2.47103534334082,139,130,64.210431184,357,124,53,124,0.433333333333333,0.366666666666667,13,11,18,12,#FFF4E7,#FFF4E8,#FFF2E3,#E6F1DC,#EFE3B9,Charlotte performs at a similar level against both good and bad teams.,Charlotte performs at a similar level regardless of the pace of the game.
126,Northern Iowa,Northern Iowa,2.3257145145039,1.31916233097928,3.64487684548319,10.4778317583916,31.1315207521283,134,141,68.4272387149827,233,125,289,134,0.419354838709677,0.419354838709677,13,13,18,14,#FFF2E3,#FFF7ED,#FFF3E3,#FFDAC5,#F5BF98,Northern Iowa performs at a similar level against both good and bad teams.,Northern Iowa plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
127,Liberty,Liberty 🥶,3.3036223031262,0.308158864128831,3.61178116725503,-39.1007675727727,19.9618490800908,115,167,66.23370115578,331,126,15,121,0.620689655172414,0.620689655172414,18,18,15,14,#FFEDD7,#FFFDFA,#FFF3E4,#2F64AC,#F3CDA5,Liberty plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Liberty performs at a similar level regardless of the pace of the game.
128,Tulane,Tulane 🔒,5.14630259494,-1.70721395273331,3.43908864220669,-14.4940681015721,9.67290858177539,86,213,73.618269196,15,127,86,140,0.6,0.3,18,9,13,17,#FFE3C1,#E7F0F8,#FFF3E5,#9DC9D3,#F1DAB0,Tulane plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tulane performs at a similar level regardless of the pace of the game.
129,Sam Houston State,Sam Houston State 🔥,-0.37539675018991,3.69653656940745,3.32113981921754,-2.56892465823712,-26.182941211463,191,96,69.3681226984191,154,129,135,183,0.516129032258065,0.258064516129032,16,8,19,12,#FBFCFE,#FFE9CD,#FFF4E6,#EDF5DD,#AEC6C1,Sam Houston State performs at a similar level against both good and bad teams.,Sam Houston State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
130,Western Carolina,Western Carolina,0.91646020885702,2.34146611590773,3.25792632476475,-18.3363440891102,-0.297541098343762,165,117,69.0756664900194,176,130,200,154,0.517241379310345,0.206896551724138,15,6,19,10,#FFFAF4,#FFF1DF,#FFF4E6,#8ABACE,#EEE6BC,Western Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Western Carolina performs at a similar level regardless of the pace of the game.
131,Arizona State,Arizona State 🥶,-2.00260917321979,5.18913696907387,3.18652779585407,-9.14153988688616,-18.4741264137975,226,62,70.989919412415,71,144,24,131,0.387096774193548,0.612903225806452,12,19,14,18,#EDF3F9,#FFE0BA,#FFF4E7,#C1DDD7,#C1CFBF,Arizona State performs at a similar level against both good and bad teams.,Arizona State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
132,UT Arlington,UT Arlington 🔥💥,2.25920081092327,0.879167933753942,3.13836874467721,-15.787433898813,-27.059636442309,136,148,71.6923195464,43,131,292,119,0.4,0.633333333333333,12,19,18,14,#FFF3E4,#FFF9F3,#FFF4E7,#94C4D2,#ACC5C1,UT Arlington plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UT Arlington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
