rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
73,Iowa State,Iowa State,-0.529828582645009,10.8227214642204,10.2928928815754,20.2065935041714,-34.300207311269,197,11,68.1584585007584,216,119,22,13,#F9FBFD,#FFBB65,#FFDBAD,#FFA79F,#B1C7C1,Iowa State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Iowa State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
74,Drake,Drake,7.32141703391525,2.84771504191231,10.1691320758276,2.24040133714143,20.7424538560799,42,117,67.274451823884,260,188,23,11,#FFD5A1,#FFEDD6,#FFDBAE,#FFF5D8,#F2D0A7,Drake performs at a similar level against both good and bad teams.,Drake performs at a similar level regardless of the pace of the game.
75,Clemson,Clemson,5.51919749336381,4.59279107586063,10.1119885692244,-7.24115360193583,-26.0082839286248,65,83,68.3111465048821,209,169,17,16,#FFDFB8,#FFE2BE,#FFDBAF,#DAEADB,#C0CFC0,Clemson performs at a similar level against both good and bad teams.,Clemson plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
76,Furman,Furman,9.16243268765854,0.917445394559597,10.0798780822181,-20.8362925804095,9.00853126052453,25,159,66.9207836862,283,291,21,12,#FFCB89,#FFF9F2,#FFDBAF,#95C5D2,#F0DDB3,Furman plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Furman performs at a similar level regardless of the pace of the game.
77,Kansas State,Kansas State,5.23406446448407,4.741414319866,9.97547878435007,1.00458728159178,-3.1756905966505,76,78,68.086202505761,218,263,14,17,#FFE1BB,#FFE1BB,#FFDCB0,#FFFADC,#E9E4BC,Kansas State performs at a similar level against both good and bad teams.,Kansas State performs at a similar level regardless of the pace of the game.
78,Toledo,Toledo,7.79029281964751,2.07695310844311,9.86724592809063,-42.6453583257172,38.1983814450968,37,130,70.5951148991353,73,289,25,8,#FFD29B,#FFF2E1,#FFDCB1,#5580B8,#F6BE96,Toledo plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Toledo plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
79,Saint Louis,Saint Louis,5.15765670642202,4.6750627650658,9.83271947148782,-64.3795647115145,9.90058786843729,78,81,69.5720750222446,122,100,22,12,#FFE1BC,#FFE1BC,#FFDCB1,#00429D,#F0DCB2,Saint Louis plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Louis performs at a similar level regardless of the pace of the game.
80,Richmond,Richmond,6.25621891732197,3.55251277737371,9.80873169469568,1.24022869881206,-27.8109667329217,57,99,67.8768566817753,236,275,24,13,#FFDBAE,#FFE8CC,#FFDCB1,#FFF9DC,#BDCDC0,Richmond performs at a similar level against both good and bad teams.,Richmond plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
81,West Virginia,West Virginia,5.02340703516591,4.68329088748134,9.70669792264725,-13.7064360453475,-13.8934656744629,83,80,69.3209147100766,139,36,16,18,#FFE2BE,#FFE1BC,#FFDDB2,#B9D9D6,#D6DABE,West Virginia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,West Virginia performs at a similar level regardless of the pace of the game.
82,Utah State,Utah State,4.74438275689119,4.80590078262693,9.55028353951812,-38.4932454821278,-6.04721878188976,88,75,68.4787104350235,193,190,17,16,#FFE4C2,#FFE0BB,#FFDDB3,#618DBD,#E4E1BC,Utah State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Utah State performs at a similar level regardless of the pace of the game.
83,Penn State,Penn State,3.91650856126133,5.56179027552639,9.47829883678771,37.930361597669,-45.9538573169893,99,63,63.9741230026667,354,55,14,17,#FFE8CC,#FFDCB0,#FFDDB4,#E25B6E,#9CBCC3,Penn State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Penn State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
84,Iona,Iona,5.05817395703041,4.05574869133523,9.11392264836564,49.2290859721872,5.00283473811441,81,89,70.7006937710467,66,84,25,8,#FFE2BE,#FFE5C5,#FFDFB7,#C12F55,#EFE1B7,Iona plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Iona performs at a similar level regardless of the pace of the game.
85,Northwestern,Northwestern,3.10238466053638,5.73069311503198,8.83307777556836,-37.2809486755581,-1.08161165190121,112,60,69.7894336700893,104,162,14,16,#FFEDD7,#FFDBAD,#FFE0B9,#6591BF,#EDE6BC,Northwestern plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northwestern performs at a similar level regardless of the pace of the game.
86,Arizona State,Arizona State,-0.04110126764992,8.83376079291045,8.79265952526053,23.0890522689343,-33.9367995263684,187,24,69.0483806243423,158,75,14,17,#FEFEFE,#FFC782,#FFE0B9,#FB9B97,#B2C7C1,Arizona State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Arizona State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
87,Belmont,Belmont,6.20282652257208,2.57524951177645,8.77807603434853,-87.1795977429309,40.9790567711793,59,123,70.3928990000153,81,98,24,8,#FFDBAF,#FFEEDA,#FFE0B9,#00429D,#F6BB93,Belmont plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Belmont plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
88,Towson,Towson,5.45549679106879,3.30864345561968,8.76414024668847,-3.35215071124675,25.5923843810031,68,108,66.3791567670613,312,307,26,9,#FFE0B9,#FFEAD0,#FFE0B9,#EDF5DD,#F3CBA2,Towson performs at a similar level against both good and bad teams.,Towson performs at a similar level regardless of the pace of the game.
89,Saint Peter's,Saint Peter's,-1.25646169716655,9.987207235122,8.73074553795545,60.2371928245846,-99.009900990099,211,14,67.5786055414753,249,199,21,12,#F2F7FB,#FFC071,#FFE0BA,#9A073E,#70A6C7,Saint Peter's plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Saint Peter's plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
90,Fresno State,Fresno State,1.88487611375352,6.22537722286601,8.11025333661953,-32.5503124506823,3.65698841038503,143,52,63.647983488,356,281,22,13,#FFF4E6,#FFD8A6,#FFE2BF,#72A0C4,#EFE3B8,Fresno State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Fresno State performs at a similar level regardless of the pace of the game.
91,Colgate,Colgate,6.80820210370897,1.17303586810974,7.98123797181871,1.54346846624043,-9.14780490723613,46,150,68.604160494502,189,23,22,12,#FFD8A7,#FFF7EE,#FFE3C0,#FFF8DB,#DEDEBD,Colgate performs at a similar level against both good and bad teams.,Colgate performs at a similar level regardless of the pace of the game.
92,Santa Clara,Santa Clara,6.34451002806224,1.47993374819528,7.82444377625753,-21.9900608562639,15.1722322622694,55,142,71.7728197532,35,234,21,12,#FFDBAD,#FFF5EA,#FFE3C1,#90C1D1,#F1D6AD,Santa Clara plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Santa Clara performs at a similar level regardless of the pace of the game.
93,Wyoming,Wyoming,4.38239277835126,3.3829939989635,7.76538677731476,-8.82827455328733,-5.09286272647403,93,106,67.417665802966,254,141,24,9,#FFE6C6,#FFE9CF,#FFE3C1,#D2E6DA,#E5E2BC,Wyoming performs at a similar level against both good and bad teams.,Wyoming performs at a similar level regardless of the pace of the game.
94,Northern Iowa,Northern Iowa,7.43164154268563,0.270460167133611,7.70210170981924,-0.773263628810381,23.9499981912802,41,174,68.4943709092381,190,113,19,12,#FFD49F,#FFFDFB,#FFE4C2,#FBFCDF,#F3CDA4,Northern Iowa performs at a similar level against both good and bad teams.,Northern Iowa performs at a similar level regardless of the pace of the game.
95,Wichita State,Wichita State,1.6143453504964,5.92080485194563,7.53515020244203,22.366047450083,9.83107093932069,153,58,69.0627398631269,156,191,15,13,#FFF5EA,#FFD9AB,#FFE4C3,#FC9E99,#F0DCB2,Wichita State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wichita State performs at a similar level regardless of the pace of the game.
96,Grand Canyon,Grand Canyon,2.16975006359811,5.18376406037996,7.35351412397806,-9.70236046296039,-12.2715709636587,134,70,67.079639966512,272,19,21,8,#FFF2E3,#FFDEB5,#FFE5C5,#CDE4D9,#D9DBBD,Grand Canyon performs at a similar level against both good and bad teams.,Grand Canyon performs at a similar level regardless of the pace of the game.
97,Bradley,Bradley,1.30026396710899,6.04702816085773,7.34729212796672,-23.0604163479895,-60.7832645030305,161,57,69.0773772821612,154,64,16,14,#FFF7EE,#FFD9A9,#FFE5C5,#8DBECF,#82AFC5,Bradley plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Bradley plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
98,Middle Tennessee,Middle Tennessee,3.82192415075664,3.40191191778209,7.22383606853873,28.0288361125869,-47.3131200505113,101,105,68.4722562132875,195,85,24,11,#FFE9CE,#FFE9CE,#FFE5C6,#F3858A,#9ABBC3,Middle Tennessee plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Middle Tennessee plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
99,Akron,Akron,4.42086148492956,2.64712928914367,7.06799077407323,86.6039449523671,37.6549874905605,92,122,64.13253922,352,354,22,10,#FFE5C6,#FFEED9,#FFE6C7,#93003A,#F6BE96,Akron plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Akron plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
100,Cincinnati,Cincinnati,1.96602092771055,4.97969280123867,6.94571372894923,-1.3636876562667,12.784869831342,140,72,69.4608843038775,128,125,17,15,#FFF3E5,#FFDFB8,#FFE6C8,#F8FBDF,#F1D9AF,Cincinnati performs at a similar level against both good and bad teams.,Cincinnati performs at a similar level regardless of the pace of the game.
101,Tulane,Tulane,5.13843533201626,1.78116563250267,6.91960096451892,2.21498914765213,-49.0214813768491,79,135,69.5172447828153,125,176,14,15,#FFE1BD,#FFF3E5,#FFE6C8,#FFF5D8,#97BAC3,Tulane performs at a similar level against both good and bad teams.,Tulane plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
102,Louisiana Tech,Louisiana Tech,2.89587636593954,3.87158981976612,6.76746618570566,-27.9284215799899,-20.6125349727247,116,92,69.5828933262022,118,97,21,10,#FFEED9,#FFE6C8,#FFE7C9,#7FAFCA,#CAD4BF,Louisiana Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Louisiana Tech performs at a similar level regardless of the pace of the game.
103,UCF,UCF,3.55212515950426,3.05906572542424,6.6111908849285,15.6040761166514,-17.2095334119487,105,115,68.9338849133048,163,13,18,12,#FFEAD1,#FFEBD3,#FFE7CA,#FFBBAE,#D0D7BE,UCF plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UCF performs at a similar level regardless of the pace of the game.
104,Stanford,Stanford,1.71648139647108,4.81579813629304,6.53227953276412,-1.04832077136023,27.6131957551192,151,74,67.8696815212647,237,153,16,16,#FFF5E9,#FFE0BA,#FFE8CB,#F9FCDF,#F4C9A0,Stanford performs at a similar level against both good and bad teams.,Stanford plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
105,Florida State,Florida State,3.50797496783782,2.78944885019057,6.29742381802838,-27.7564802658066,-0.424053384887247,106,119,69.2019358193175,144,25,16,15,#FFEBD2,#FFEDD7,#FFE9CD,#80AFCA,#EEE6BC,Florida State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida State performs at a similar level regardless of the pace of the game.
106,DePaul,DePaul,3.31269371421309,2.84166571939979,6.15435943361287,-25.8225140580352,83.0586179784098,109,118,70.6070216145009,71,154,15,16,#FFECD4,#FFEDD6,#FFE9CE,#85B5CC,#FE926E,DePaul plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,DePaul plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
107,South Carolina,South Carolina,-1.27992794845416,7.13732355383129,5.85739560537713,-19.9881543737513,-15.9326954238033,212,39,72.133211268,24,108,17,13,#F2F7FB,#FFD29A,#FFEAD0,#99C7D2,#D2D8BE,South Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Carolina performs at a similar level regardless of the pace of the game.
108,UNLV,UNLV,2.78235203772388,3.06025388688939,5.84260592461327,-19.0297210278582,-30.4709436760975,119,114,68.0694416414151,219,51,17,14,#FFEFDB,#FFEBD3,#FFEAD0,#9ECAD3,#B8CBC0,UNLV plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UNLV plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
109,Louisville,Louisville,2.06159396788781,3.57872355554011,5.64031752342792,1.13152260682631,30.9623801310971,137,97,68.9034867868124,165,68,13,19,#FFF3E4,#FFE8CC,#FFEBD2,#FFFADC,#F4C59D,Louisville performs at a similar level against both good and bad teams.,Louisville plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
110,Ole Miss,Ole Miss,2.46827571819149,3.14198694575958,5.61026266395107,41.0081548463383,42.7774653804289,124,111,67.3264695921,259,258,13,19,#FFF1DF,#FFEBD2,#FFEBD2,#DD4E66,#F7B991,Ole Miss plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Ole Miss plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
111,Buffalo,Buffalo,4.87084407533607,0.69356721834568,5.56441129368175,-24.1019677501826,24.7061261174253,87,167,72.3738839773333,21,332,17,11,#FFE3C0,#FFFAF5,#FFEBD3,#8ABBCE,#F3CCA3,Buffalo plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Buffalo performs at a similar level regardless of the pace of the game.
112,Washington,Washington,1.90287009664446,3.47555868545376,5.37842878209821,4.98476534330267,-25.261317815165,142,103,70.7103765553524,65,159,17,15,#FFF4E6,#FFE9CD,#FFECD4,#FFE9D0,#C1CFBF,Washington performs at a similar level against both good and bad teams.,Washington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
113,Ohio,Ohio,2.21758813464592,3.00538021257129,5.22296834721722,-0.663290179093808,-25.7753802760433,132,116,69.4585286978777,129,221,25,10,#FFF2E2,#FFECD4,#FFECD5,#FBFDDF,#C0CFBF,Ohio performs at a similar level against both good and bad teams.,Ohio plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
114,Liberty,Liberty,3.70887674747268,1.29460711469816,5.00348386217084,-1.27110861065077,-20.1631369130475,103,144,66.6385896907473,298,276,19,11,#FFE9CF,#FFF6EC,#FFEDD7,#F8FBDF,#CAD4BF,Liberty performs at a similar level against both good and bad teams.,Liberty performs at a similar level regardless of the pace of the game.
115,Princeton,Princeton,7.60506942651606,-2.74330285277667,4.86176657373939,5.07742242419649,-52.8403050365879,39,245,68.4749456462464,194,246,21,7,#FFD39D,#E0EBF6,#FFEED8,#FFE8CF,#90B6C4,Princeton performs at a similar level against both good and bad teams.,Princeton plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
116,NC State,NC State,5.26679017050067,-0.545941783684035,4.72084838681663,10.1283852521423,-39.6181304404621,74,195,69.1227782177266,150,314,11,21,#FFE1BB,#F8FBFD,#FFEED9,#FFD3BF,#A8C2C2,NC State performs at a similar level against both good and bad teams.,NC State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
117,Western Kentucky,Western Kentucky,4.17555568831157,0.393594853160315,4.56915054147188,-11.7101899522875,-39.0673254544089,96,170,69.7212840944712,111,239,17,13,#FFE7C9,#FFFCF9,#FFEFDA,#C3DED8,#A9C3C2,Western Kentucky performs at a similar level against both good and bad teams.,Western Kentucky plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
118,Utah,Utah,4.46663374701355,0.0785972645849765,4.54523101159853,-57.9609162501059,-20.4210995777301,91,178,68.0169425091987,226,90,11,20,#FFE5C5,#FFFEFD,#FFEFDB,#1753A4,#CAD4BF,Utah plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Utah performs at a similar level regardless of the pace of the game.
119,Kent State,Kent State,1.56085414632534,2.7881201423456,4.34897428867094,48.9611967414316,14.4371034614226,155,120,67.2385584297229,262,202,21,11,#FFF6EA,#FFEDD7,#FFEFDC,#C23055,#F1D7AD,Kent State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Kent State performs at a similar level regardless of the pace of the game.
120,Morehead State,Morehead State,0.888738918912976,3.3556182252991,4.24435714421207,-17.5255684378047,-27.1015174132319,170,107,66.1604676932667,322,259,20,11,#FFF9F3,#FFEACF,#FFF0DD,#A6CED4,#BECEC0,Morehead State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Morehead State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
121,Butler,Butler,0.562586655671642,3.54915632763326,4.1117429833049,-25.5103430686182,3.82355293188257,175,100,65.627376914,334,226,12,19,#FFFBF7,#FFE8CC,#FFF0DE,#86B6CD,#EFE2B8,Butler plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Butler performs at a similar level regardless of the pace of the game.
122,Wofford,Wofford,3.78783587306343,0.315484739956904,4.10332061302033,-47.9717218916026,39.3748978697064,102,171,65.7805791531333,331,284,17,13,#FFE9CE,#FFFDFA,#FFF0DE,#4070B1,#F6BC95,Wofford plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Wofford plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
123,Temple,Temple,-1.1549848875607,5.2516993091258,4.0967144215651,-48.0790124911226,20.2361452679365,208,69,68.4081321435718,201,49,17,12,#F3F8FB,#FFDEB4,#FFF0DE,#3F70B1,#F2D1A8,Temple plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Temple performs at a similar level regardless of the pace of the game.
124,Stephen F. Austin,Stephen F. Austin,0.053193189791169,4.02371830412787,4.07691149391904,37.7869803660546,14.1970566779522,184,90,70.7912219434834,63,274,18,10,#FFFEFE,#FFE5C6,#FFF0DE,#E35C6F,#F1D7AE,Stephen F. Austin plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Stephen F. Austin performs at a similar level regardless of the pace of the game.
125,UC Santa Barbara,UC Santa Barbara,3.08563711577533,0.94615097888419,4.03178809465952,-13.2896973624598,16.6634943546929,113,156,67.011495774208,275,149,15,11,#FFEDD7,#FFF9F1,#FFF0DF,#BBDAD7,#F2D5AB,UC Santa Barbara plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UC Santa Barbara performs at a similar level regardless of the pace of the game.
126,George Mason,George Mason,1.77093706005157,2.15378702865872,3.92472408871029,24.3481157338266,-24.3078856555937,147,129,67.00299169546,277,201,14,16,#FFF4E8,#FFF1E0,#FFF1E0,#F99594,#C3D0BF,George Mason plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,George Mason plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
127,Southern Illinois,Southern Illinois,0.0788175120750028,3.83351669382271,3.91233420589771,16.8008298263506,-7.16437069302653,182,94,64.6053363953333,344,79,15,15,#FFFEFD,#FFE7C8,#FFF1E0,#FFB6AA,#E2E0BD,Southern Illinois plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Southern Illinois performs at a similar level regardless of the pace of the game.
128,Rhode Island,Rhode Island,-2.41174518800066,6.28462895487835,3.87288376687769,36.4990518411084,-9.15579102297764,244,50,68.9191381482702,164,118,14,16,#E7F0F8,#FFD7A6,#FFF1E0,#E56172,#DEDEBD,Rhode Island plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Rhode Island performs at a similar level regardless of the pace of the game.
129,Abilene Christian,Abilene Christian,0.753883554124958,3.09036024350793,3.84424379763289,-5.85461783111636,39.3501572291453,172,112,71.5110249140667,43,116,21,11,#FFFAF5,#FFEBD3,#FFF1E0,#E1EEDC,#F6BC95,Abilene Christian performs at a similar level against both good and bad teams.,Abilene Christian plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
130,Nevada,Nevada,2.84231799201879,0.936555850446272,3.77887384246507,-12.3065636853858,8.46000881097038,118,157,71.8283041201333,32,337,12,19,#FFEEDA,#FFF9F1,#FFF1E1,#C0DCD7,#F0DDB3,Nevada performs at a similar level against both good and bad teams.,Nevada performs at a similar level regardless of the pace of the game.
131,Nebraska,Nebraska,2.44952324851342,1.3062542440543,3.75577749256771,-11.6300141652348,-62.4669784201918,125,143,72.8435832073333,16,345,10,22,#FFF1DF,#FFF6EC,#FFF1E1,#C3DED8,#7FADC5,Nebraska performs at a similar level against both good and bad teams.,Nebraska plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
132,Wright State,Wright State,4.74177918400609,-1.03596630611706,3.70581287788903,3.02418978319477,-42.9135862266279,89,211,70.1870469551947,89,175,21,14,#FFE4C2,#F3F7FB,#FFF2E1,#FFF1D6,#A2BFC2,Wright State performs at a similar level against both good and bad teams.,Wright State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
133,Georgia State,Georgia State,0.903476321468584,2.71289438335269,3.61637070482128,-14.5578913410959,-48.4139027158426,169,121,68.6777772610884,184,194,15,11,#FFF9F3,#FFEED8,#FFF2E2,#B5D6D6,#98BAC3,Georgia State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Georgia State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
134,Georgia Tech,Georgia Tech,-0.332623738072494,3.67402978464171,3.34140604656922,-1.96459441135565,-19.8487355092716,192,95,69.3349244584771,138,251,11,20,#FBFDFE,#FFE8CB,#FFF3E4,#F5F9DE,#CBD4BF,Georgia Tech performs at a similar level against both good and bad teams.,Georgia Tech performs at a similar level regardless of the pace of the game.
135,Boston College,Boston College,0.90635937847085,2.41234342469941,3.31870280317026,-0.198768823585985,-50.0438244771778,167,124,66.9829165779273,280,111,13,20,#FFF9F3,#FFEFDC,#FFF3E4,#FDFEDF,#95B9C3,Boston College performs at a similar level against both good and bad teams.,Boston College plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
136,UC Irvine,UC Irvine,-2.15876824470453,5.34248839118174,3.18372014647721,43.5185769595809,22.7216382674282,238,66,66.7155686683233,293,22,13,10,#EAF2F8,#FFDDB3,#FFF3E5,#D54460,#F3CEA5,UC Irvine plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UC Irvine performs at a similar level regardless of the pace of the game.
137,Minnesota,Minnesota,2.5095225237036,0.671159795468685,3.18068231917229,-2.33862374664965,9.43508938022658,123,168,66.7960766905993,289,60,13,17,#FFF0DE,#FFFAF5,#FFF3E5,#F3F8DE,#F0DCB2,Minnesota performs at a similar level against both good and bad teams.,Minnesota performs at a similar level regardless of the pace of the game.
138,Hofstra,Hofstra,5.45281883424778,-2.31282218196486,3.13999665228292,50.3541978549379,-8.99100274529385,69,234,70.159544352936,91,358,19,11,#FFE0B9,#E4EEF7,#FFF4E6,#BD2B52,#DEDEBD,Hofstra plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Hofstra performs at a similar level regardless of the pace of the game.
139,Florida Atlantic,Florida Atlantic,1.86921045354408,1.26160482230981,3.13081527585388,-34.5259097198148,-37.4834929336116,144,145,68.7238900330943,182,41,16,15,#FFF4E7,#FFF7ED,#FFF4E6,#6D9AC2,#ABC4C1,Florida Atlantic plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida Atlantic plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
140,Utah Valley,Utah Valley,-0.778652573647657,3.85835063130222,3.07969805765457,-15.6655455876637,-5.76782115762957,202,93,67.631847129406,244,114,18,12,#F7FAFC,#FFE6C8,#FFF4E6,#AFD3D5,#E4E1BC,Utah Valley plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Utah Valley performs at a similar level regardless of the pace of the game.
141,Winthrop,Winthrop,3.97617323116943,-0.986088415514332,2.9900848156551,10.3337347377708,38.0004993680136,97,209,69.5778935373233,119,180,20,9,#FFE8CC,#F3F8FB,#FFF4E7,#FFD2BF,#F6BE96,Winthrop performs at a similar level against both good and bad teams.,Winthrop plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
142,Montana State,Montana State,2.19637362219111,0.78132548208222,2.97769910427334,-17.3012966884937,-32.4294796505687,133,163,68.6253973512523,185,305,25,8,#FFF2E2,#FFFAF3,#FFF4E7,#A7CFD4,#B4C9C1,Montana State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Montana State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
143,Missouri,Missouri,0.96253472911102,1.94935962368382,2.91189435279484,-31.2615274648819,-47.5151672838475,166,133,67.5251403539295,251,77,11,21,#FFF9F2,#FFF2E3,#FFF4E8,#76A4C6,#99BBC3,Missouri plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Missouri plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
144,Northern Kentucky,Northern Kentucky,1.59268595341178,1.23465718212817,2.82734313553995,15.4372321313435,-8.58333695135897,154,148,65.5521426238,337,161,18,12,#FFF5EA,#FFF7ED,#FFF5E8,#FFBCAE,#DFDFBD,Northern Kentucky plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northern Kentucky performs at a similar level regardless of the pace of the game.
145,Texas State,Texas State,1.64170472415155,1.0912373465604,2.73294207071195,-36.4377463842131,3.19862433460623,152,154,65.9298642197333,328,140,18,8,#FFF5E9,#FFF8EF,#FFF5E9,#6794C0,#EFE3B8,Texas State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Texas State performs at a similar level regardless of the pace of the game.
