rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
74,Georgia,Georgia,2.36687196295139,6.6625332451256,9.02940520807699,-17.0602346849148,-15.0323149895692,123,54,65.5130960832775,262,117,22,12,#FFF2E2,#FFD9A9,#FFE1BB,#BAD9D7,#D3D9BE,Georgia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Georgia performs at a similar level regardless of the pace of the game.
75,Notre Dame,Notre Dame,8.77299463575769,0.190622206012915,8.9636168417706,-21.9958100840265,30.6330497797649,28,160,64.9827007096067,284,209,14,18,#FFD095,#FFFDFC,#FFE1BC,#A7CED4,#F4C59D,Notre Dame plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Notre Dame plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
76,Green Bay,Green Bay,2.45331414904979,6.509059109802,8.96237325885179,0.646845454277977,-26.2458879351038,120,55,67.6244254353164,140,309,21,7,#FFF1E1,#FFDAAB,#FFE1BC,#FFFCDE,#BFCEC0,Green Bay performs at a similar level against both good and bad teams.,Green Bay plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
77,Missouri,Missouri,7.11071343601075,1.76522092038618,8.87593435639693,-16.9505618438488,-0.380436589869527,48,136,67.0909616624863,167,81,22,13,#FFD9A9,#FFF5E8,#FFE1BD,#BBD9D7,#EEE6BC,Missouri plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Missouri performs at a similar level regardless of the pace of the game.
78,Vermont,Vermont,3.61222786391343,5.1095481048664,8.72177596877983,-80.718699935481,-48.7247943248916,97,71,64.7518245239453,294,131,19,12,#FFEBD3,#FFE2BD,#FFE2BE,#01429D,#96B9C3,Vermont plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Vermont plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
79,Middle Tennessee,Middle Tennessee,0.559139564936995,8.04524499423579,8.60438455917278,-18.0036052100944,-65.211631549527,169,36,65.345232790978,274,120,22,9,#FFFCF8,#FFD197,#FFE2BF,#B7D7D6,#78AAC6,Middle Tennessee plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Middle Tennessee plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
80,Georgia State,Georgia State,8.94692379883225,-0.362057464074119,8.58486633475813,-38.0999978436442,-33.4527088777209,25,171,65.6380604361107,254,219,23,9,#FFCF93,#FAFCFD,#FFE2BF,#7AA8C7,#B2C7C1,Georgia State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Georgia State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
81,Stephen F. Austin,Stephen F. Austin,5.84461643428031,2.63283076195073,8.47744719623104,-20.5550657302925,18.9123422646978,66,116,63.8923923866,322,317,28,5,#FFDFB8,#FFF0DD,#FFE3C0,#ACD2D5,#F2D2A9,Stephen F. Austin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Stephen F. Austin performs at a similar level regardless of the pace of the game.
82,Belmont,Belmont,8.40313198631823,0.00559783208915023,8.40872981840737,0.204696736504482,-25.3078608756166,31,167,69.5164651841742,56,256,24,10,#FFD29A,#FFFEFE,#FFE3C0,#FFFEDF,#C0CFBF,Belmont performs at a similar level against both good and bad teams.,Belmont plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
83,Miami (Fla.),Miami (Fla.),2.90645557882678,5.40574091241459,8.31219649124137,-10.4826487239854,13.8408829384378,112,67,60.0638699113333,350,306,17,16,#FFEFDC,#FFE0B9,#FFE3C1,#D5E8DA,#F1D7AE,Miami (Fla.) performs at a similar level against both good and bad teams.,Miami (Fla.) performs at a similar level regardless of the pace of the game.
84,Seton Hall,Seton Hall,4.24840720243852,4.00096866534143,8.24937586777996,49.4736260393749,46.7978365079849,83,98,66.3099182120105,210,297,17,17,#FFE8CB,#FFE8CB,#FFE3C1,#CA3859,#F8B38C,Seton Hall plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Seton Hall plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
85,Purdue,Purdue,3.28856462733355,4.69887913794403,7.98744376527759,28.9598420521795,17.4083269927482,106,80,69.3619065441733,60,148,15,17,#FFEDD7,#FFE4C2,#FFE4C3,#F4888B,#F2D3AA,Purdue plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Purdue performs at a similar level regardless of the pace of the game.
86,Tulsa,Tulsa,0.836814000803104,7.06763312177654,7.90444712257964,7.44153902635722,-30.5815774480225,162,48,68.62594190746,90,208,20,14,#FFFAF4,#FFD6A4,#FFE5C4,#FFE0C9,#B7CAC0,Tulsa performs at a similar level against both good and bad teams.,Tulsa plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
87,Alabama,Alabama,2.28797934834362,5.57717294573561,7.86515229407922,25.8638786506369,36.7435650665662,127,63,64.5510449740207,299,4,11,20,#FFF2E3,#FFDFB7,#FFE5C4,#F89593,#F6BE97,Alabama plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Alabama plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
88,UTEP,UTEP,1.75647849316837,5.9215841454415,7.67806263860987,20.138065204646,5.11147418740241,137,59,65.3511321475687,273,350,21,11,#FFF5E9,#FFDDB3,#FFE5C5,#FFACA3,#EFE1B6,UTEP plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UTEP performs at a similar level regardless of the pace of the game.
89,Ole Miss,Ole Miss,4.63278046219078,2.89329496130081,7.5260754234916,-32.2402672928797,-43.0758056595109,77,112,70.8114548906667,22,68,19,14,#FFE6C7,#FFEED9,#FFE6C7,#87B7CD,#A0BEC2,Ole Miss plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ole Miss plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
90,San Francisco,San Francisco,6.05148471190902,1.33478996328428,7.38627467519331,-38.5430905088454,-63.1624191096894,61,140,66.2376098184028,218,275,19,12,#FFDEB6,#FFF7ED,#FFE6C8,#79A7C7,#7CACC5,San Francisco plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,San Francisco plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
91,Richmond,Richmond,1.07631488835944,6.17514649820418,7.25146138656362,-18.135808845208,-65.4051582544055,154,58,64.49192630488,302,51,19,14,#FFF9F2,#FFDCAF,#FFE7C9,#B6D7D6,#78AAC6,Richmond plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Richmond plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
92,Butler,Butler,1.56348374309622,5.6701337793046,7.23361752240082,-59.2502990477116,32.9945011180146,141,61,64.2496729658733,309,215,13,17,#FFF6EC,#FFDEB6,#FFE7C9,#4574B3,#F5C29A,Butler plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Butler plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
93,Saint Bonaventure,Saint Bonaventure,4.51584129291523,2.54385451859137,7.0596958115066,5.49704512339317,-26.0150536331099,81,120,67.85542785285,131,158,19,14,#FFE7C8,#FFF0DE,#FFE7CA,#FFE8CF,#BFCEC0,Saint Bonaventure performs at a similar level against both good and bad teams.,Saint Bonaventure plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
94,Washington,Washington,5.86185090912953,1.08398836873104,6.94583927786057,40.0642625924049,-35.9373323505152,65,145,68.9393485230307,77,220,18,14,#FFDFB8,#FFF8F1,#FFE8CB,#E25B6E,#ADC5C1,Washington plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Washington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
95,Penn State,Penn State,3.58260932112074,3.31989292073961,6.90250224186034,6.48276389566225,-39.7346191145782,98,107,66.7267546044885,185,255,16,18,#FFEBD3,#FFECD4,#FFE8CB,#FFE4CC,#A6C2C2,Penn State performs at a similar level against both good and bad teams.,Penn State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
96,Northern Iowa,Northern Iowa,5.98224484790059,0.806062770271115,6.7883076181717,18.9558926014708,-45.4399120479104,63,152,66.522246620314,199,24,15,15,#FFDFB7,#FFFAF4,#FFE8CC,#FFB1A6,#9CBCC3,Northern Iowa plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northern Iowa plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
97,North Carolina Central,North Carolina Central,2.98429784025005,3.80362844266655,6.7879262829166,-60.0159951941372,54.5903320416427,111,102,64.4205403428467,305,79,26,6,#FFEFDB,#FFE9CE,#FFE8CC,#4373B2,#F9AB85,North Carolina Central plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,North Carolina Central plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
98,La Salle,La Salle,2.08989681692661,4.59484455730477,6.68474137423138,-40.5688450523084,28.6856322957215,132,82,65.4800660677933,264,118,15,16,#FFF3E5,#FFE4C4,#FFE9CD,#74A2C5,#F4C79F,La Salle plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,La Salle plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
99,Georgia Tech,Georgia Tech,1.62677273226293,4.94429940607809,6.57107213834102,-18.6789001795242,40.9108290142182,140,75,66.1240260011287,226,343,17,16,#FFF6EB,#FFE3BF,#FFE9CE,#B4D6D6,#F6BA92,Georgia Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Georgia Tech plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
100,UC Santa Barbara,UC Santa Barbara,3.91749980645947,2.55069829627996,6.46819810273943,47.0937673199968,86.1394826826239,90,119,64.81869776914,292,307,19,9,#FFEACF,#FFF0DE,#FFE9CE,#D2405E,#FE926E,UC Santa Barbara plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UC Santa Barbara plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
101,Buffalo,Buffalo,4.31804595201324,1.94214360316325,6.26018955517649,1.52450621037936,-9.63950448465373,82,133,68.3273056917383,106,35,18,10,#FFE8CB,#FFF4E6,#FFEAD0,#FFF8DB,#DDDEBD,Buffalo performs at a similar level against both good and bad teams.,Buffalo performs at a similar level regardless of the pace of the game.
102,Davidson,Davidson,8.28957422664919,-2.11211236731039,6.17746185933881,-70.3981980302972,-22.0667161697895,33,215,68.02176503078,122,214,19,13,#FFD39B,#E5EFF7,#FFEAD1,#215AA8,#C6D2BF,Davidson plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Davidson performs at a similar level regardless of the pace of the game.
103,Indiana State,Indiana State,1.39610653702038,4.67685838569454,6.07296492271492,14.110432424947,10.8067712082836,148,81,67.2974790440595,158,173,22,10,#FFF7EE,#FFE4C3,#FFEBD1,#FFC5B5,#F1DBB1,Indiana State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Indiana State performs at a similar level regardless of the pace of the game.
104,UC Irvine,UC Irvine,-2.71651126493549,8.78261087359225,6.06609960865676,-71.7840445634317,-83.4614370417826,230,26,65.9739476890349,233,216,21,12,#E1ECF6,#FFCD8E,#FFEBD1,#1D57A6,#70A6C7,UC Irvine plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,UC Irvine plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
105,Boston University,Boston University,3.1761792877984,2.8273336627229,6.0035129505213,-29.3148185321691,81.2612553599002,108,113,67.2084703658583,164,200,25,10,#FFEED8,#FFEEDA,#FFEBD2,#8DBECF,#FE926E,Boston University plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Boston University plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
106,Cleveland State,Cleveland State,3.16987203985874,2.53433624076239,5.70420828062113,-39.018551416673,10.0484266953205,109,122,65.3765762295773,272,276,19,12,#FFEED8,#FFF0DE,#FFECD4,#77A6C6,#F0DCB1,Cleveland State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cleveland State performs at a similar level regardless of the pace of the game.
107,Oregon State,Oregon State,6.54611982466167,-1.20558811433588,5.34053171032579,50.9015832566931,24.7825536838886,53,196,67.6457466575509,137,252,16,16,#FFDCB0,#F0F6FA,#FFEDD7,#C53357,#F3CBA3,Oregon State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Oregon State performs at a similar level regardless of the pace of the game.
108,Princeton,Princeton,0.858344149554697,4.12093351051963,4.97927766007433,-37.9339430070362,12.7666778194572,160,97,65.248394292786,277,279,20,9,#FFFAF4,#FFE7CA,#FFEED9,#7AA8C7,#F1D9AF,Princeton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Princeton performs at a similar level regardless of the pace of the game.
109,Texas Tech,Texas Tech,3.83873761954498,1.1379616194537,4.97669923899868,-33.5989157286312,20.8131712973175,94,142,63.0269266493333,337,87,14,18,#FFEAD0,#FFF8F0,#FFEEDA,#84B3CB,#F3D0A7,Texas Tech plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Texas Tech performs at a similar level regardless of the pace of the game.
110,Delaware,Delaware,5.53493900744936,-0.851039151710821,4.68389985573854,20.8406842528152,17.1879344486912,70,187,72.0328411286667,13,312,25,10,#FFE1BC,#F4F8FC,#FFEFDC,#FFA9A1,#F2D4AA,Delaware plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Delaware performs at a similar level regardless of the pace of the game.
111,Denver,Denver,6.96139292140858,-2.28266669147388,4.6787262299347,-12.9049950476213,65.7695376762784,49,218,59.8929074053333,351,155,15,15,#FFDAAB,#E3EEF7,#FFEFDC,#CBE2D9,#FB9F79,Denver performs at a similar level against both good and bad teams.,Denver plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
112,Toledo,Toledo,8.01170675977062,-3.34382624645893,4.66788051331169,33.9718773709897,-30.7111806278198,39,247,68.7365880926387,86,116,26,7,#FFD49E,#D7E6F3,#FFEFDC,#EC747E,#B7CAC0,Toledo plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Toledo plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
113,Texas A&M,Texas A&M,-3.20117739446562,7.55681799036714,4.35564059590152,45.3803275665271,34.1504020448485,235,39,64.52349837186,301,2,19,15,#DBE9F4,#FFD49E,#FFF0DE,#D74662,#F5C199,Texas A&M plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Texas A&M plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
114,Utah State,Utah State,5.23035011046141,-1.05308509071359,4.17726501974782,-81.4707576967644,43.8751400242964,73,193,64.1202100801,314,92,16,15,#FFE3C0,#F2F7FB,#FFF1DF,#00429D,#F7B68F,Utah State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Utah State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
115,Wake Forest,Wake Forest,0.812205305741604,3.05339122389459,3.86559652963619,-14.0948121939031,16.2639461688574,163,110,68.5719332891787,91,17,17,16,#FFFAF5,#FFEDD7,#FFF2E2,#C6E0D8,#F2D5AB,Wake Forest performs at a similar level against both good and bad teams.,Wake Forest performs at a similar level regardless of the pace of the game.
116,South Carolina,South Carolina,1.6452646690403,2.07580600749763,3.72107067653793,-46.1333152810482,-55.1163055206755,139,129,67.4134844741307,147,135,14,20,#FFF6EB,#FFF3E4,#FFF2E3,#6794C0,#8AB3C4,South Carolina plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Carolina plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
117,Canisius,Canisius,7.35506753573427,-3.74676074140259,3.60830679433169,12.6944114061427,-65.5128573188071,43,254,67.3150385137865,155,345,21,12,#FFD7A6,#D2E3F2,#FFF3E4,#FFCAB9,#77AAC6,Canisius performs at a similar level against both good and bad teams.,Canisius plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
118,Fresno State,Fresno State,3.53840453733255,-0.00026898269067082,3.53813555464187,-12.8219021118087,-43.4307194365127,99,168,67.306508102215,157,243,18,19,#FFECD4,#FEFEFE,#FFF3E4,#CBE3D9,#A0BEC2,Fresno State performs at a similar level against both good and bad teams.,Fresno State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
119,Portland,Portland,1.74557625129825,1.77589564017782,3.52147189147607,41.0853196626434,-1.28238732860153,138,135,67.5869420762011,142,202,15,15,#FFF5EA,#FFF4E8,#FFF3E4,#E1576C,#ECE5BC,Portland plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Portland performs at a similar level regardless of the pace of the game.
120,Wright State,Wright State,-3.53916488125455,6.99437055850092,3.45520567724638,26.2793337787735,-70.783701829939,238,49,65.554915249216,259,180,19,15,#D8E6F3,#FFD7A5,#FFF3E5,#F89392,#70A6C7,Wright State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wright State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
121,Ohio,Ohio,1.04114593116784,2.37287106199547,3.41401699316331,9.78750402470672,-38.7714837152694,157,125,66.6353470471641,191,342,24,12,#FFF9F2,#FFF1E0,#FFF3E5,#FFD6C2,#A8C2C2,Ohio performs at a similar level against both good and bad teams.,Ohio plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
122,Boston College,Boston College,8.24368267230309,-4.88382869955389,3.3598539727492,14.9292423181833,-19.9527944463212,36,275,63.7560491762,326,227,8,23,#FFD39C,#C5DBEE,#FFF3E6,#FFC1B3,#CAD4BF,Boston College plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Boston College performs at a similar level regardless of the pace of the game.
123,Wyoming,Wyoming,-0.543528415129718,3.84635381518498,3.30282540005526,18.2118003575481,42.1075490359927,185,101,62.254985538,343,61,16,15,#F9FBFD,#FFE9CD,#FFF4E6,#FFB4A9,#F7B891,Wyoming plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wyoming plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
124,Eastern Kentucky,Eastern Kentucky,7.18434095262778,-3.92706823869266,3.25727271393513,10.3204161008565,-10.2499095022522,46,261,66.6847342675537,187,334,20,11,#FFD8A8,#D0E2F1,#FFF4E6,#FFD4C0,#DCDDBD,Eastern Kentucky performs at a similar level against both good and bad teams.,Eastern Kentucky performs at a similar level regardless of the pace of the game.
125,Northwestern,Northwestern,-4.0816579391831,7.31775653630375,3.23609859712065,-7.74764611266869,44.3812627595249,252,46,62.9575340906667,338,349,14,19,#D2E3F2,#FFD5A1,#FFF4E6,#E0EEDB,#F7B68F,Northwestern performs at a similar level against both good and bad teams.,Northwestern plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
126,Murray State,Murray State,3.89030084835952,-0.676034004329201,3.21426684403032,10.1656616763909,46.5683627613909,92,182,67.9480968568247,130,13,21,11,#FFEAD0,#F6FAFC,#FFF4E7,#FFD5C1,#F7B48D,Murray State performs at a similar level against both good and bad teams.,Murray State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
127,Hawaii,Hawaii,5.76678422854655,-2.55296246443658,3.21382176410996,-10.2484375125884,25.3916533346751,67,224,68.7710766889456,85,194,19,10,#FFE0B9,#E0ECF6,#FFF4E7,#D6E8DA,#F3CBA2,Hawaii performs at a similar level against both good and bad teams.,Hawaii performs at a similar level regardless of the pace of the game.
128,South Carolina Upstate,South Carolina Upstate,1.15988072236613,2.0496564159189,3.20953713828503,52.7239727712156,-13.7000537032915,152,130,66.5679083262918,193,179,17,15,#FFF8F1,#FFF3E4,#FFF4E7,#BF2D53,#D6DABE,South Carolina Upstate plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,South Carolina Upstate performs at a similar level regardless of the pace of the game.
129,Florida Gulf Coast,Florida Gulf Coast,-1.6499492002465,4.7729588697111,3.12300966946459,1.15675609221105,-8.66307605386296,207,77,68.0118828412802,124,27,20,13,#ECF3F9,#FFE3C1,#FFF4E7,#FFFADC,#DFDEBD,Florida Gulf Coast performs at a similar level against both good and bad teams.,Florida Gulf Coast performs at a similar level regardless of the pace of the game.
130,Colorado State,Colorado State,4.85950679038344,-1.7438040392395,3.11570275114394,11.8755099993589,-17.6607338585284,76,210,67.094187608077,165,50,15,15,#FFE5C4,#EAF2F9,#FFF4E7,#FFCEBC,#CED6BE,Colorado State performs at a similar level against both good and bad teams.,Colorado State performs at a similar level regardless of the pace of the game.
131,Rhode Island,Rhode Island,-1.42778229411847,4.46390977927105,3.03612748515258,31.6175269520257,-3.48718090472683,204,85,67.0016835893784,175,159,12,18,#EFF5FA,#FFE5C5,#FFF5E8,#EF7D84,#E8E3BC,Rhode Island plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Rhode Island performs at a similar level regardless of the pace of the game.
132,South Dakota State,South Dakota State,2.72635711505069,0.159306707014056,2.88566382206475,-31.2766330962329,-45.5954772982081,113,163,67.5328166472027,144,91,16,13,#FFF0DE,#FFFEFC,#FFF5E9,#89B9CE,#9CBCC3,South Dakota State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Dakota State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
133,Towson,Towson,3.8612609399341,-1.01465309901465,2.84660784091945,-12.3063228572681,-4.77712021748364,93,191,66.3591352623888,205,154,24,11,#FFEAD0,#F2F7FB,#FFF5E9,#CDE4D9,#E6E2BC,Towson performs at a similar level against both good and bad teams.,Towson performs at a similar level regardless of the pace of the game.
134,Louisiana-Lafayette,Louisiana-Lafayette,2.63707834538378,0.190720592478694,2.82779893786247,4.63476891907947,8.96693975862431,115,159,70.4897603373333,28,19,20,12,#FFF1DF,#FFFDFC,#FFF5E9,#FFEBD2,#F0DDB2,Louisiana-Lafayette performs at a similar level against both good and bad teams.,Louisiana-Lafayette performs at a similar level regardless of the pace of the game.
135,Vanderbilt,Vanderbilt,-2.39459760753117,5.19351092303888,2.79891331550771,23.1585348014885,-14.8296066047612,223,70,64.7592303300053,293,166,14,17,#E4EEF7,#FFE1BC,#FFF5EA,#FD9F9A,#D4D9BE,Vanderbilt plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Vanderbilt performs at a similar level regardless of the pace of the game.
136,Drexel,Drexel,0.253059750884147,2.47383941203978,2.72689916292393,25.2068742199599,-25.7274958473801,175,123,64.99294630026,283,264,15,15,#FFFDFB,#FFF0DF,#FFF6EA,#F99795,#C0CFC0,Drexel plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Drexel plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
137,Akron,Akron,0.534841055173224,2.11158206058079,2.64642311575402,-14.6493446445488,35.0983890406986,170,128,66.2442903287244,217,137,22,12,#FFFCF8,#FFF3E3,#FFF6EB,#C4DFD8,#F5C098,Akron performs at a similar level against both good and bad teams.,Akron plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
138,George Mason,George Mason,1.40869476738358,1.11829776230223,2.52699252968581,42.9457581791821,7.89081065347089,147,143,67.3830714113136,148,337,11,19,#FFF7EE,#FFF8F0,#FFF6EC,#DE4F67,#F0DEB4,George Mason plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,George Mason performs at a similar level regardless of the pace of the game.
139,UAB,UAB,-0.371453828415894,2.71567503537715,2.34422120696125,92.2099530204378,-23.9152405216227,182,114,68.9395641673893,76,94,17,12,#FAFCFD,#FFEFDC,#FFF7ED,#93003A,#C3D0BF,UAB plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,UAB plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
140,Auburn,Auburn,2.03194469510973,0.105234074964318,2.13717877007404,-29.128132806114,-13.9485018813853,133,164,68.4973035193867,100,111,14,16,#FFF4E6,#FFFEFD,#FFF7EF,#8EBED0,#D5DABE,Auburn plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Auburn performs at a similar level regardless of the pace of the game.
141,Long Beach State,Long Beach State,0.598284844480745,1.51771370971028,2.11599855419102,-53.8578012638571,-27.3284152605283,167,137,67.0031961712542,174,189,14,16,#FFFBF7,#FFF6EB,#FFF8EF,#5681B9,#BDCDC0,Long Beach State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Long Beach State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
142,Bucknell,Bucknell,-1.27075642253023,3.35234538437079,2.08158896184055,43.7029206364641,-43.3962406521619,200,106,65.0245565891933,281,318,16,14,#F1F6FA,#FFECD4,#FFF8EF,#DD4C65,#A0BEC2,Bucknell plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Bucknell plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
143,Columbia,Columbia,1.90433489973334,0.16134682663346,2.0656817263668,-36.4325521914496,-31.8900827387341,135,162,62.1677796433333,344,14,20,13,#FFF4E8,#FFFEFC,#FFF8EF,#7DACC9,#B5C9C1,Columbia plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Columbia plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
144,American,American,-2.44642727561803,4.27541533426231,1.82898805864427,-34.8997156042459,2.99943587551923,226,93,62.0699108266667,346,224,20,13,#E4EEF7,#FFE6C8,#FFF8F1,#81B0CA,#EFE3B8,American plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,American performs at a similar level regardless of the pace of the game.
